County,State,FIPS_code,Hazards,Hazard_start,Hazard_end,Fatalities,Injuries,PropDmg,CropDmg,Duration (Days),PropDmgAdj,CropDmgAdj,Lat_1,Lon_1,Max Precipitation (mm),Date_1,Percentiles (max precip),Lat_2,Lon_2,Precipitation (mm),Date_2,Max Percentiles (precip),Distance (precip),Lat (max wind),Lon (max wind),Max Wind (m/s),Percentiles (max wind),Date (max wind),Time (max_wind),datetime (max_wind),coor (max_wind),Distance (wind),Lat (max quant wind),Lon (max quant wind),wind_magnitude,Max Percentiles (wind),Date (max quant wind),Time (max quant wind),datetime (max quant wind),coor (max quant wind),Lat (max discharge),Lon (max discharge),Max Discharge (m3/s),Percentiles (max discharge),Date (max discharge),coor (max discharge),Distance (river discharge),Lat (max quant discharge),Lon (max quant discharge),Discharge (max quant),Max Percentiles (discharge),Date (max quant discharge),coor (max quant discharge),Lat (max temp),Lon (max temp),Max Temperature (C),Percentiles (max temp),Date (max temp),coor (max temp),Distance (max temp),Lat (max quant max temp),Lon (max quant max temp),Max Temperature (max quant),Max Percentiles (max temp),Date (max quant max temp),coor (max quant max temp),Lat (min temp),Lon (min temp),Min Temperature (C),Percentiles (min temp),Date (min temp),coor (min temp),Distance (min temp),Lat (max quant min temp),Lon (max quant min temp),Min Temperature (max quant),Max Percentiles (min temp),Date (max quant min temp),coor (max quant min temp),Lat (max surge),Lon (max surge),Max Surge (mm),Percentiles (max surge),Date (max surge),Time (max surge),station_name,coor (max surge),Distance (max surge),Lat (max quant surge),Lon (max quant surge),Surge (mm),Max Percentiles (surge),Date (max quant surge),Time (max quant surge),station_name.1,coor (max quant surge),Date (hail),LON (hail),LAT (hail),SEVPROB (hail),PROB (hail),MAXSIZE (CM) (hail),datetime (hail),Date (max swvl1),Lat (max swvl1),Lon (max swvl1),Max Soil Moisture,Percentiles (max swvl1),Distance (max soil moisture),Date (max quant swvl1),Lat (max quant swvl1),Lon (max quant swvl1),Soil Moisture,Max Percentiles (swvl1),Date (max fwi),Lat (max fwi),Lon (max fwi),Max FWI,Percentiles (max fwi),Time (max fwi),Distance (max fwi),Date (max quant fwi),Lat (max quant fwi),Lon (max quant fwi),FWI (max quant),Max Percentiles (fwi),Time (max quant fwi),Period (min spei),Time (min spei),Lat (min spei),Lon (min spei),Min SPEI,Percentiles (min spei),Distance (spei),Period (max quant spei),Time (max quant spei),Lat (max quant spei),Lon (max quant spei),SPEI,Max Percentiles (spei),Lat (max humidity),Lon (max humidity),Time (max humidity),Max Humidity,Percentiles (max humidity),Distance (max humidity),Lat (max percentile humidity),Lon (max percentile humidity),Time (max percentile humidity),Humidity,Max Percentiles (humidity),Date (Lightning),TOTAL_COUNT (Lightning),Date (Hurricane),USA_LAT_degrees_north,USA_LON_degrees_east,ISO_TIME,USA_SSHS,NAME,USA_Wind_mph,USA_STATUS,NATURE,Date,State.1,EF scale,slat,slon,elat,elon,Length (miles),Width (yards),Lat (max temp 1M),Lon (max temp 1M),Max Temperature (1MA),Percentiles (max temp 1M),Date (max temp 1M),Distance (max temp 1M),Lat (max percentile max temp 1M),Lon (max percentile max temp 1M),Max Temperature (max percentile 1M),Max Percentiles (max temp 1M),Date (max percentile max temp 1M),Lat (max temp 3M),Lon (max temp 3M),Max Temperature (3MA),Percentiles (max temp 3M),Date (max temp 3M),Distance (max temp 3M),Lat (max percentile max temp 3M),Lon (max percentile max temp 3M),Max Temperature (max percentile 3M),Max Percentiles (max temp 3M),Date (max percentile max temp 3M),Lat (max temp 6M),Lon (max temp 6M),Max Temperature (6MA),Percentiles (max temp 1M).1,Date (max temp 6M),Distance (max temp 6M),Lat (max percentile max temp 6M),Lon (max percentile max temp 6M),Max Temperature (max percentile 6M),Max Percentiles (max temp 6M),Date (max percentile max temp 6M),Lat (max temp 9M),Lon (max temp 9M),Max Temperature (9MA),Percentiles (max temp 9M),Date (max temp 9M),Distance (max temp 9M),Lat (max percentile max temp 9M),Lon (max percentile max temp 9M),Max Temperature (max percentile 9M),Max Percentiles (max temp 9M),Date (max percentile max temp 9M),Lat (max temp 12M),Lon (max temp 12M),Max Temperature (12MA),Percentiles (max temp 12M),Date (max temp 12M),Distance (max temp 12M),Lat (max percentile max temp 12M),Lon (max percentile max temp 12M),Max Temperature (max percentile 12M),Max Percentiles (max temp 12M),Date (max percentile max temp 12M),Date (min swvl1 1M),Lat (min swvl1 1M),Lon (min swvl1 1M),Min Soil Moisture (1MA),Percentiles (min swvl1 1M),Distance (min swvl1 1M),Date (max percentile swvl1 1M),Lat (max percentile swvl1 1M),Lon (max percentile swvl1 1M),Soil Moisture (1MA),Max Percentiles (swvl1 1M),Date (min swvl1 3M),Lat (min swvl1 3M),Lon (min swvl1 3M),Min Soil Moisture (3MA),Percentiles (min swvl1 3M),Distance (min swvl1 3M),Date (max percentile swvl1 3M),Lat (max percentile swvl1 3M),Lon (max percentile swvl1 3M),Soil Moisture (3MA),Max Percentiles (swvl1 3M),Date (min swvl1 6M),Lat (min swvl1 6M),Lon (min swvl1 6M),Min Soil Moisture (6MA),Percentiles (min swvl1 6M),Distance (min swvl1 6M),Date (max percentile swvl1 6M),Lat (max percentile swvl1 6M),Lon (max percentile swvl1 6M),Soil Moisture (6MA),Max Percentiles (swvl1 6M),Date (min swvl1 9M),Lat (min swvl1 9M),Lon (min swvl1 9M),Min Soil Moisture (9MA),Percentiles (min swvl1 9M),Distance (min swvl1 9M),Date (max percentile swvl1 9M),Lat (max percentile swvl1 9M),Lon (max percentile swvl1 9M),Soil Moisture (9MA),Max Percentiles (swvl1 9M),Date (min swvl1 12M),Lat (min swvl1 12M),Lon (min swvl1 12M),Min Soil Moisture (12MA),Percentiles (min swvl1 12M),Distance (min swvl1 12M),Date (max percentile swvl1 12M),Lat (max percentile swvl1 12M),Lon (max percentile swvl1 12M),Soil Moisture (12MA),Max Percentiles (swvl1 12M),Period (min spei 3M),Time (min spei 3M),Lat (min spei 3M),Lon (min spei 3M),Min SPEI (3M),Percentiles (min spei 3M),Distance (spei 3M),Period (max percentile spei 3M),Time (max percentile spei 3M),Lat (max percentile spei 3M),Lon (max percentile spei 3M),SPEI (3M),Max Percentiles (spei 3M),Period (min spei 6M),Time (min spei 6M),Lat (min spei 6M),Lon (min spei 6M),Min SPEI (6M),Percentiles (min spei 6M),Distance (spei 6M),Period (max percentile spei 6M),Time (max percentile spei 6M),Lat (max percentile spei 6M),Lon (max percentile spei 6M),SPEI (6M),Max Percentiles (spei 6M),Period (min spei 9M),Time (min spei 9M),Lat (min spei 9M),Lon (min spei 9M),Min SPEI (9M),Percentiles (min spei 9M),Distance (spei 9M),Period (max percentile spei 9M),Time (max percentile spei 9M),Lat (max percentile spei 9M),Lon (max percentile spei 9M),SPEI (9M),Max Percentiles (spei 9M),Period (min spei 12M),Time (min spei 12M),Lat (min spei 12M),Lon (min spei 12M),Min SPEI (12M),Percentiles (min spei 12M),Distance (spei 12M),Period (max percentile spei 12M),Time (max percentile spei 12M),Lat (max percentile spei 12M),Lon (max percentile spei 12M),SPEI (12M),Max Percentiles (spei 12M),lon_flood,lat_flood,Location_ID_flood,Event_ID_flood,Percentiles_moisture_flood,Percentiles_precip_flood,Percentiles_discharge_flood,Sum_perc_flood,lat_moisture_coast,lon_moisture_coast,Location_ID_coast,Event_ID_coast,Percentiles_moisture_coast,Percentiles_precip_coast,Percentiles_discharge_coast,Percentiles_wind_coast,Sum_perc_coast,lat_moisture_hurr,lon_moisture_hurr,Location_ID_hurr,Event_ID_hurr,Percentiles_moisture_hurr,Percentiles_precip_hurr,Percentiles_discharge_hurr,Percentiles_wind_hurr,Sum_perc_hurr,lat_min_temp_ww,lon_min_temp_ww,Location_ID_ww,Event_ID_ww,Percentiles_min_temp_ww,Percentiles_precip_ww,Percentiles_wind_ww,Sum_perc_ww,lat_min_temp_fog,lon_min_temp_fog,Location_ID_fog,Event_ID_fog,Percentiles_min_temp_fog,Percentiles_precip_fog,Percentiles_wind_fog,Percentiles_humidity_fog,Sum_perc_fog,lat_max_temp,lon_max_temp,Location_ID_heat,Event_ID_heat,Percentiles_max_temp_heat,Percentiles_humidity_heat,Sum_perc_heat,lat_max_temp_wildfire,lon_max_temp_wildfire,Location_ID_wildfire,Event_ID_wildfire,Percentiles_max_temp_wildfire,Percentiles_humidity_wildfire,Percentiles_min_moisture_wildfire,Percentiles_fwi_wildfire,Percentiles_wind_wildfire,Sum_perc_wildfire,Date_surge,lat_surge,lon_surge,Percentiles_surge,surge_closest,distance_surge_flood,Date_surge_hurr,lat_surge_hurr,lon_surge_hurr,Percentiles_surge_hurr,surge_closest_hurr,distance_surge_hurr
Miami-Dade,FL,12086.0,Wind,1/24/1979,1/24/1979,0.0,0.0,10869.57,0.0,1.0,38800.24,0.0,25.78125,-80.78125,9.797216057,1/25/1979,0.875619059,25.15625,-80.84375,8.090546023,1/25/1979,0.886335697,13.09286595,25.129999,-80.870003,10.88501111,0.993911446,1/24/1979,20:00:00,1/24/1979 20:00,"(-80.870003, 25.129999)",13.23281763,25.879999,-80.870003,9.132071727,0.995526699,1/24/1979,19:00:00,1/24/1979 19:00,"(-80.870003, 25.879999)",25.75,-80.75,20.02721009,0.529657346,1/25/1979,"(-80.75, 25.75)",35.09268538,25.15,-80.45,15.32808806,0.968622334,1/25/1979,"(-80.45, 25.15)",25.15,-80.516667,26.15000016,0.209977072,1/24/1979,"(-80.516667, 25.15)",9.266330816,25.15,-80.433333,26.15000006,0.223241192,1/24/1979,"(-80.433333, 25.15)",25.941667,-80.6,6.95000014,0.968999999,1/25/1979,"(-80.6, 25.941667)",42.15247989,25.608333,-80.225,8.650000072,0.990526346,1/25/1979,"(-80.225, 25.608333)",25.181,-80.552,231.0000001,0.995127926,1/24/1979 0:00,1/24/1979 16:00,b'id_coast_glob_15303',"(-80.552, 25.181)",0.0,25.181,-80.552,231.0000001,0.995127994,1/24/1979 0:00,1/24/1979 16:00,b'id_coast_glob_15303',"(-80.552, 25.181)",,,,,,,,1/24/1979,25.879999,-80.620003,0.369069788,0.967633285,29.2753794,1/24/1979,25.379999,-80.370003,0.143722539,0.995200887,1/23/1979,25.25,279.75,3.023925932,0.375068111,1/23/1979 12:00,4.70770429,1/23/1979,25.5,279.75,3.009521563,0.379388744,1/23/1979 12:00,1979-1,1/16/1979,25.25,-80.25,0.735860817,0.263043414,0.0,1979-1,1/16/1979,25.25,-80.25,0.735860789,0.263043443,25.860001,-80.830002,1/24/1979 13:00,93.94245007,0.964545372,55.59754012,25.860001,-80.330002,1/24/1979 14:00,93.23722,0.975252921,,,,,,,,,,,,8/16/1981,FL,0.0,25.92,-80.18,25.9201,-80.1799,0.5,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1979-1,1/16/1979,25.25,-80.25,0.939980087,0.189998409,0.0,1979-1,1/16/1979,25.25,-80.25,0.939980059,0.189998437,1979-1,1/16/1979,25.25,-80.75,-0.269741511,0.611878081,0.0,1979-1,1/16/1979,25.25,-80.75,-0.26974158,0.611878151,1979-1,1/16/1979,25.25,-80.75,0.310090469,0.361785292,0.0,1979-1,1/16/1979,25.25,-80.75,0.3100904,0.361785361,1979-1,1/16/1979,25.25,-80.75,0.638026079,0.256987279,8.936863615,1979-1,1/16/1979,25.75,-80.75,0.650888523,0.258907254,-80.78125,25.15625,1.0,1.0,0.777193552,0.849623306,0.960600296,2.587417223,-80.78125,25.15625,1.0,1.0,0.777193552,0.849623306,0.960600296,0.993982874,3.581400097,-80.78125,25.15625,1.0,1.0,0.777193552,0.849623306,0.960600296,0.993982874,3.581400097,-80.84375,25.78125,89.0,1.0,0.956666666,0.879016073,0.99553363,2.8312164,-80.84375,25.78125,89.0,1.0,0.956666666,0.879016073,0.99553363,0.964545372,2.8312164,-80.40625,25.15625,3.0,1.0,0.214218868,0.954338233,1.168557124,-80.34375,25.46875,49.0,1.0,0.188009137,0.954338233,0.310984463,0.379388715,0.993239534,2.825960134,1979-01-24,25.151,-80.698,0.9951019887811474,224.0000000035033,9.257467076648725,1979-01-24,25.151,-80.698,0.9951019887811474,224.0000000035033,9.257467076648723
Miami-Dade,FL,12086.0,Hail - Wind,4/29/1979,4/29/1979,0.0,0.33,16666.67,0.0,1.0,59493.69,0.0,25.78125,-80.15625,52.76913512,4/30/1979,0.984152758,25.65625,-80.34375,40.73509002,4/30/1979,0.98507152,20.98151933,25.379999,-80.120003,6.37969704,0.732462783,4/30/1979,21:00:00,4/30/1979 21:00,"(-80.120003, 25.379999)",83.89937552,25.879999,-80.870003,4.992797545,0.89980832,4/28/1979,22:00:00,4/28/1979 22:00,"(-80.870003, 25.879999)",25.75,-80.35,63.38105813,0.864992844,4/28/1979,"(-80.35, 25.75)",34.59730053,25.25,-80.65,28.89517006,0.980656826,4/28/1979,"(-80.65, 25.25)",25.9,-80.558333,32.95000005,0.74,4/29/1979,"(-80.558333, 25.9)",47.25884442,25.4,-80.141667,31.65,0.810000066,4/29/1979,"(-80.141667, 25.4)",25.9,-80.725,17.15000008,0.63513784,4/28/1979,"(-80.725, 25.9)",14.08113886,25.775,-80.6,17.95000005,0.654485884,4/28/1979,"(-80.6, 25.775)",25.151,-80.698,91.00000012,0.966666667,4/28/1979 0:00,4/28/1979 6:00,b'id_coast_glob_15304',"(-80.698, 25.151)",48.86284341,25.269,-80.259,91.00000009,0.979166695,4/28/1979 0:00,4/28/1979 5:00,b'id_coast_glob_15301',"(-80.259, 25.269)",,,,,,,,4/30/1979,25.879999,-80.870003,0.334364217,0.949181211,0.0,4/30/1979,25.879999,-80.870003,0.334364148,0.949181279,4/28/1979,25.75,279.25,20.19775411,0.778243265,4/28/1979 12:00,0.0,4/28/1979,25.75,279.25,20.19775406,0.77824332,4/28/1979 12:00,1979-4,4/16/1979,25.75,-80.25,0.382489725,0.365104932,0.0,1979-4,4/16/1979,25.75,-80.25,0.382489655,0.365105002,25.360001,-80.830002,4/30/1979 9:00,98.81125007,0.995403459,0.0,25.360001,-80.830002,4/30/1979 9:00,98.81125003,0.995403501,,,,,,,,,,,,3/6/1982,FL,1.0,25.6,-80.4,25.7,-80.27,10.0,100.0,25.733333,-80.766667,30.54333346,0.51275,4/29/1979,69.70451068,25.441667,-80.141667,29.69333338,0.577187597,4/30/1979,25.775,-80.85,27.6411112,0.280909091,4/30/1979,43.19524254,25.15,-80.475,27.15111116,0.331506206,4/30/1979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4/28/1979,25.379999,-80.370003,0.035080561,0.875753377,9.300602395,4/28/1979,25.879999,-80.370003,0.085181546,0.931795647,4/30/1979,25.379999,-80.370003,0.040804202,0.873888352,4.650311955,4/29/1979,25.629999,-80.370003,0.082531814,0.88451763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1979-4,4/16/1979,25.75,-80.25,-0.525095635,0.66181104,0.0,1979-4,4/16/1979,25.75,-80.25,-0.525095705,0.661811109,1979-4,4/16/1979,25.75,-80.25,0.419053325,0.342330473,0.0,1979-4,4/16/1979,25.75,-80.25,0.419053255,0.342330543,1979-4,4/16/1979,25.75,-80.75,-0.246877962,0.611612055,0.0,1979-4,4/16/1979,25.75,-80.75,-0.246878017,0.61161211,1979-4,4/16/1979,25.75,-80.75,0.200078388,0.421906735,0.0,1979-4,4/16/1979,25.75,-80.75,0.200078333,0.421906791,-80.65625,25.28125,15.0,2.0,0.694346466,0.960126105,0.980656776,2.635129388,-80.65625,25.28125,15.0,2.0,0.694346466,0.960126105,0.980656776,0.721357161,3.356486549,-80.65625,25.28125,15.0,2.0,0.694346466,0.960126105,0.980656776,0.721357161,3.356486549,-80.53125,25.96875,128.0,2.0,0.64,0.917335395,0.828866797,2.386202248,-80.53125,25.96875,128.0,2.0,0.64,0.917335395,0.828866797,0.995030142,2.386202248,-80.46875,25.46875,47.0,2.0,0.764999999,0.995380372,1.760380419,-80.78125,25.90625,112.0,2.0,0.719999999,0.993304724,0.423543818,0.778243265,0.900183025,3.815274867,1979-04-28,25.151,-80.698,0.9666666666488768,91.00000005604272,5.201599759475973,1979-04-28,25.151,-80.698,0.9666666666488768,91.00000005604272,5.201599759475973
Miami-Dade,FL,12086.0,Hurricane/Tropical Storm,9/3/1979,9/4/1979,0.0,0.0,1086956.52,108695.65,2.0,3880022.77,388002.27,25.53125,-80.46875,68.90239009,9/5/1979,0.995002137,25.46875,-80.46875,67.15275006,9/5/1979,0.995222985,1.15076837,25.629999,-80.120003,14.83478193,0.996757789,9/3/1979,5:00:00,9/3/1979 5:00,"(-80.120003, 25.629999)",4.76985302,25.379999,-80.120003,14.73412193,0.997180415,9/3/1979,5:00:00,9/3/1979 5:00,"(-80.120003, 25.379999)",25.75,-80.25,75.33935008,0.859192814,9/2/1979,"(-80.25, 25.75)",11.74612741,25.95,-80.15,27.84912005,0.98667352,9/4/1979,"(-80.15, 25.95)",25.775,-80.808333,33.95000013,0.879499177,9/5/1979,"(-80.808333, 25.775)",16.94124651,25.233333,-80.683333,32.85000003,0.908538953,9/5/1979,"(-80.683333, 25.233333)",25.9,-80.808333,21.15000005,0.384731039,9/3/1979,"(-80.808333, 25.9)",32.64884315,25.691667,-80.516667,21.35000005,0.435000071,9/3/1979,"(-80.516667, 25.691667)",25.181,-80.552,290.0000001,0.995288514,9/3/1979 0:00,9/3/1979 22:00,b'id_coast_glob_15303',"(-80.552, 25.181)",50.94683858,25.942,-80.112,263.0,0.997000042,9/3/1979 0:00,9/3/1979 11:00,b'id_coast_glob_15297',"(-80.112, 25.942)",,,,,,,,9/3/1979,25.879999,-80.620003,0.327030867,0.85852708,29.2753794,9/2/1979,25.379999,-80.370003,0.128140299,0.974628013,9/3/1979,25.5,279.25,5.07226568,0.368029925,9/3/1979 12:00,55.78640371,9/3/1979,25.75,279.75,3.253906238,0.397063645,9/3/1979 12:00,1979-9,9/16/1979,25.25,-80.75,1.048776712,0.175203456,0.0,1979-9,9/16/1979,25.25,-80.75,1.04877667,0.175203528,25.860001,-80.830002,9/5/1979 11:00,94.3886261,0.969878122,55.59754012,25.860001,-80.330002,9/5/1979 9:00,93.48601003,0.977607037,,,9/3/1979,26.3,-79.6,9/3/1979 12:00,2.0,DAVID,97.8163,HU,TS,5/27/1982,FL,1.0,25.6,-80.35,25.6001,-80.3499,0.3,20.0,25.816667,-80.85,33.71666679,0.897857142,9/5/1979,79.06309609,25.441667,-80.141667,32.64000005,0.965000084,9/2/1979,25.9,-80.766667,33.67888899,0.948002905,9/2/1979,70.00841763,25.441667,-80.141667,32.61333338,0.988857053,9/2/1979,25.733333,-80.766667,31.77333343,0.749019608,9/5/1979,69.70451068,25.441667,-80.141667,30.89833338,0.87935394,9/5/1979,,,,,,,,,,,,,,,,,,,,,,,9/2/1979,25.379999,-80.370003,0.078554194,0.347404315,0.0,9/2/1979,25.379999,-80.370003,0.078554124,0.347404385,9/2/1979,25.379999,-80.370003,0.071425639,0.415319157,0.0,9/2/1979,25.379999,-80.370003,0.071425584,0.415319212,9/2/1979,25.379999,-80.370003,0.060450209,0.63583936,0.0,9/2/1979,25.379999,-80.370003,0.060450186,0.635839382,,,,,,,,,,,,,,,,,,,,,,,1979-9,9/16/1979,25.25,-80.25,0.425129457,0.342621645,0.0,1979-9,9/16/1979,25.25,-80.25,0.425129429,0.342621714,1979-9,9/16/1979,25.25,-80.25,0.314054607,0.365142056,55.59754012,1979-9,9/16/1979,25.25,-80.75,0.33263202,0.369781005,1979-9,9/16/1979,25.25,-80.25,0.00244681,0.486716137,0.0,1979-9,9/16/1979,25.25,-80.25,0.002446781,0.486716207,1979-9,9/16/1979,25.25,-80.25,0.246347357,0.384129156,0.0,1979-9,9/16/1979,25.25,-80.25,0.246347329,0.384129226,-80.40625,25.28125,19.0,3.0,0.974627944,0.974851969,0.933265245,2.882745211,-80.40625,25.28125,19.0,3.0,0.974627944,0.974851969,0.933265245,0.996592028,3.879337239,-80.40625,25.28125,19.0,3.0,0.974627944,0.974851969,0.933265245,0.996592028,3.879337239,-80.53125,25.65625,73.0,3.0,0.428033869,0.977822093,0.995909684,2.40176571,-80.53125,25.65625,73.0,3.0,0.428033869,0.977822093,0.995909684,0.963083254,2.40176571,-80.65625,25.21875,7.0,3.0,0.904180277,0.962365302,1.866545677,-80.15625,25.96875,134.0,3.0,0.863016175,0.973084091,0.31786254,0.397063576,0.996768788,3.547795257,1979-09-03,25.181,-80.552,0.9952885138812418,290.0000000148272,16.31122701219958,1979-09-03,25.181,-80.552,0.9952885138812418,290.0000000148272,16.31122701219958
Miami-Dade,FL,12086.0,Flooding - Severe Storm/Thunder Storm,9/12/1979,9/30/1979,0.0,0.04,74626.9,0.0,19.0,266389.75,0.0,25.53125,-80.46875,112.4367201,9/28/1979,0.996382397,25.53125,-80.53125,111.26925,9/28/1979,0.996630089,6.949692515,25.129999,-80.870003,10.74463958,0.992974393,9/11/1979,19:00:00,9/11/1979 19:00,"(-80.870003, 25.129999)",4.410966498,25.379999,-80.870003,9.160072409,0.995128196,9/11/1979,19:00:00,9/11/1979 19:00,"(-80.870003, 25.379999)",25.75,-80.25,130.4362501,0.961951213,10/1/1979,"(-80.25, 25.75)",34.6228036,25.25,-80.55,39.59942007,0.996476416,9/15/1979,"(-80.55, 25.25)",25.4,-80.641667,33.85000012,0.91,9/23/1979,"(-80.641667, 25.4)",5.157234981,25.275,-80.6,33.15000002,0.925553212,9/23/1979,"(-80.6, 25.275)",25.358333,-80.558333,21.6500001,0.395,9/13/1979,"(-80.558333, 25.358333)",23.48195407,25.15,-80.35,22.1500001,0.50026397,9/13/1979,"(-80.35, 25.15)",25.151,-80.698,250.0000002,0.995168281,9/12/1979 0:00,9/12/1979 4:00,b'id_coast_glob_15304',"(-80.698, 25.151)",0.0,25.151,-80.698,250.0000001,0.99516838,9/12/1979 0:00,9/12/1979 4:00,b'id_coast_glob_15304',"(-80.698, 25.151)",,,,,,,,9/29/1979,25.879999,-80.620003,0.404310142,0.996475676,27.79877006,9/15/1979,25.879999,-80.870003,0.399367213,0.997769138,9/20/1979,25.5,279.25,5.657470822,0.385089773,9/20/1979 12:00,55.78640371,9/20/1979,25.75,279.75,3.83789065,0.432959185,9/20/1979 12:00,1979-9,9/16/1979,25.25,-80.75,1.048776712,0.175203456,0.0,1979-9,9/16/1979,25.25,-80.75,1.04877667,0.175203528,25.610001,-80.580002,9/30/1979 13:00,97.60227009,0.994837096,55.79315144,25.360001,-80.080002,9/26/1979 8:00,95.48451002,0.99505699,,,,,,,,,,,,9/23/1982,FL,0.0,25.68,-80.35,25.6801,-80.3499,0.8,10.0,25.775,-80.85,33.37333346,0.843499999,9/11/1979,34.31939877,25.15,-80.558333,32.36000005,0.888888973,9/11/1979,25.858333,-80.85,33.6511112,0.938871274,9/13/1979,79.13328894,25.441667,-80.141667,32.52666672,0.982109405,9/12/1979,25.858333,-80.85,32.48666672,0.897235294,9/30/1979,79.13328894,25.441667,-80.141667,31.44222227,0.967317376,10/1/1979,25.775,-80.85,30.27740751,0.60562435,10/1/1979,34.31939877,25.15,-80.558333,29.73111116,0.768561949,10/1/1979,25.775,-80.85,30.27740751,0.60562435,10/1/1979,34.31939877,25.15,-80.558333,29.73111116,0.768561949,10/1/1979,9/11/1979,25.379999,-80.370003,0.085664169,0.27883084,4.650311955,9/11/1979,25.629999,-80.370003,0.162230274,0.326269479,9/11/1979,25.379999,-80.370003,0.075401843,0.369277379,0.0,9/11/1979,25.379999,-80.370003,0.0754018,0.369277421,9/11/1979,25.379999,-80.370003,0.063894118,0.562454913,9.300602395,9/11/1979,25.879999,-80.370003,0.155274755,0.578505171,9/27/1979,25.379999,-80.370003,0.067902742,0.447968115,4.650311955,9/27/1979,25.629999,-80.370003,0.134546527,0.475432146,,,,,,,,,,,,1979-9,9/16/1979,25.25,-80.25,0.425129457,0.342621645,0.0,1979-9,9/16/1979,25.25,-80.25,0.425129429,0.342621714,1979-9,9/16/1979,25.25,-80.25,0.314054607,0.365142056,55.59754012,1979-9,9/16/1979,25.25,-80.75,0.33263202,0.369781005,1979-9,9/16/1979,25.25,-80.25,0.00244681,0.486716137,0.0,1979-9,9/16/1979,25.25,-80.25,0.002446781,0.486716207,1979-9,9/16/1979,25.25,-80.25,0.246347357,0.384129156,0.0,1979-9,9/16/1979,25.25,-80.25,0.246347329,0.384129226,-80.40625,25.28125,19.0,4.0,0.994069,0.995098429,0.995548312,2.984715794,-80.40625,25.28125,19.0,4.0,0.994069,0.995098429,0.995548312,0.988706323,3.973422117,-80.40625,25.28125,19.0,4.0,0.994069,0.995098429,0.995548312,0.988706323,3.973422117,-80.28125,25.65625,77.0,4.0,0.459999998,0.990800328,0.99032408,2.441124462,-80.28125,25.65625,77.0,4.0,0.459999998,0.990800328,0.99032408,0.994702987,2.441124462,-80.59375,25.28125,16.0,4.0,0.924999999,0.992696769,1.917696842,-80.65625,25.40625,34.0,4.0,0.909999999,0.992696769,0.262262368,0.385089773,0.993952539,3.544001497,1979-09-03,25.181,-80.552,0.9952885138812418,290.0000000148272,16.31122701219958,1979-09-03,25.181,-80.552,0.9952885138812418,290.0000000148272,16.31122701219958
